,,,,,,,,,,score
gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,,0.28
gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,0.27666666666666667
gemini-1_0-pro,open-mixtral-8x22b,,,,,,,,,0.27666666666666667
command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.2733333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,,0.27
gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,,,0.27
command-r,gemini-1_0-pro,gemini-1_5-pro,,,,,,,,0.26666666666666666
gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.26666666666666666
command-r,gemini-1_0-pro,open-mixtral-8x22b,,,,,,,,0.2633333333333333
command-r,mistral-large-latest,,,,,,,,,0.26
gemini-1_0-pro,gemini-1_5-pro,,,,,,,,,0.25666666666666665
command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.25666666666666665
command-r,gemini-1_0-pro,mistral-large-latest,,,,,,,,0.25333333333333335
command-r,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.25333333333333335
command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.24666666666666667
gemini-1_0-pro,mistral-large-latest,,,,,,,,,0.24666666666666667
gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.23666666666666666
command-r,gemini-1_0-pro,,,,,,,,,0.23666666666666666
